Date,MeToo,BLM,OscarsSoWhite,OscarsSoWhite -BLM
2019-11-27,9002,19693,9,9
2019-11-26,8000,37932,4,4
2019-11-25,9627,16670,8,8
2019-11-24,8407,16246,4,4
2019-11-23,7864,15538,5,5
2019-11-22,12900,15731,7,7
2019-11-21,14161,15074,9,9
2019-11-20,8407,14447,23,23
2019-11-19,7837,14927,7,7
2019-11-18,9225,17092,4,4
2019-11-17,6346,15249,6,6
2019-11-16,7757,13624,8,8
2019-11-15,17127,15223,17,17
2019-11-14,11683,15288,22,22
2019-11-13,8333,17437,28,28
2019-11-12,10045,15351,19,19
2019-11-11,9626,15715,21,21
2019-11-10,8783,17347,9,9
2019-11-09,8362,16707,10,10
2019-11-08,11018,14946,39,39
2019-11-07,9304,14748,117,117
2019-11-06,11785,14211,579,579
2019-11-05,17050,17882,64,64
2019-11-04,16974,17049,12,12
2019-11-03,17446,16230,17,17
2019-11-02,23527,21690,15,15
2019-11-01,12241,16110,4,4
2019-10-31,13153,15318,5,5
2019-10-30,10085,17143,7,6
2019-10-29,11350,17581,15,15
2019-10-28,12861,17774,8,8
2019-10-27,16811,15548,6,6
2019-10-26,9291,16244,7,7
2019-10-25,11926,18242,5,4
2019-10-24,13587,15040,6,5
2019-10-23,10596,14054,4,4
2019-10-22,17174,17479,16,16
2019-10-21,10223,15234,9,9
2019-10-20,10856,14779,8,8
2019-10-19,15714,13473,4,4
2019-10-18,8001,15370,9,9
2019-10-17,7993,14291,6,6
2019-10-16,10861,17909,9,9
2019-10-15,14894,23959,10,10
2019-10-14,9214,23609,3,3
2019-10-13,8790,29970,6,6
2019-10-12,7374,24059,3,3
2019-10-11,17863,14872,7,7
2019-10-10,23080,13986,11,11
2019-10-09,15147,15437,25,25
2019-10-08,7466,19097,99,99
2019-10-07,9000,17278,59,59
2019-10-06,8934,20924,4,4
2019-10-05,7046,14409,9,9
2019-10-04,7011,14684,5,5
2019-10-03,7180,19865,5,5
2019-10-02,8524,18353,10,10
2019-10-01,9450,32225,8,8
2019-09-30,9754,25801,3,3
2019-09-29,5952,16747,5,5
2019-09-28,6298,16459,2,2
2019-09-27,9517,15426,11,11
2019-09-26,9388,16253,9,9
2019-09-25,9514,16922,31,31
2019-09-24,8079,15965,34,34
2019-09-23,6962,20068,20,20
2019-09-22,4800,19976,5,5
2019-09-21,5043,25926,5,5
2019-09-20,5798,13439,3,3
2019-09-19,7454,14228,3,3
2019-09-18,8741,15965,3,3
2019-09-17,10258,13979,1,1
2019-09-16,9256,14563,5,5
2019-09-15,10398,16036,2,2
2019-09-14,5480,20693,0,0
2019-09-13,7485,16968,1,1
2019-09-12,9068,14118,7,7
2019-09-11,8921,12757,5,5
2019-09-10,9850,16773,5,5
2019-09-09,15813,14481,2,2
2019-09-08,17854,22831,2,2
2019-09-07,12462,13845,4,4
2019-09-06,10905,13762,18,18
2019-09-05,9475,14333,17,17
2019-09-04,9953,15119,21,21
2019-09-03,8276,14466,10,10
2019-09-02,9709,16494,4,4
2019-09-01,16790,16739,17,17
2019-08-31,12743,13890,5,5
2019-08-30,14078,14673,0,0
2019-08-29,17877,20150,13,13
2019-08-28,18237,19399,31,31
2019-08-27,18369,15107,27,27
2019-08-26,18998,14170,12,12
2019-08-25,7788,15012,0,0
2019-08-24,7806,13965,6,6
2019-08-23,11635,15950,6,6
2019-08-22,8578,21330,8,7
2019-08-21,5868,15264,1,1
2019-08-20,5825,16436,9,9
2019-08-19,8291,31448,1,1
2019-08-18,5433,21993,5,5
2019-08-17,5823,13884,0,0
2019-08-16,5930,12763,7,7
2019-08-15,8506,17351,2,2
2019-08-14,9941,15386,3,3
2019-08-13,8207,14598,3,3
2019-08-12,5707,19457,23,21
2019-08-11,6692,21492,5,5
2019-08-10,6586,17437,12,12
2019-08-09,6337,18228,25,25
2019-08-08,10053,19396,32,32
2019-08-07,6500,19478,3,3
2019-08-06,5571,20996,4,2
2019-08-05,5298,21206,3,3
2019-08-04,5565,21019,2,2
2019-08-03,5801,17581,6,6
2019-08-02,5706,20305,5,5
2019-08-01,6820,18648,5,5
2019-07-31,10222,17980,10,10
2019-07-30,8188,18739,6,6
2019-07-29,6293,20447,2,2
2019-07-28,4760,18620,2,2
2019-07-27,5545,14103,2,2
2019-07-26,7514,13485,9,9
2019-07-25,11651,13797,8,8
2019-07-24,14083,14614,3,3
2019-07-23,13378,16034,12,12
2019-07-22,9277,17341,39,39
2019-07-21,9121,15246,24,24
2019-07-20,9610,18057,11,11
2019-07-19,7411,19558,1,1
2019-07-18,10329,17042,5,5
2019-07-17,10139,18381,9,9
2019-07-16,7095,22348,5,5
2019-07-15,6408,14554,8,8
2019-07-14,5758,14274,3,3
2019-07-13,7515,14277,4,4
2019-07-12,10167,11227,9,8
2019-07-11,12448,17896,3,3
2019-07-10,14543,14954,48,45
2019-07-09,14232,15654,19,9
2019-07-08,25637,15827,5,5
2019-07-07,16160,16848,7,7
2019-07-06,9605,16441,4,4
2019-07-05,13591,14943,1,1
2019-07-04,9515,14964,13,13
2019-07-03,10479,16961,8,8
2019-07-02,6736,17046,144,144
2019-07-01,6115,14867,26,26
2019-06-30,15091,13543,3,3
2019-06-29,9988,14415,7,7
2019-06-28,13923,15749,6,6
2019-06-27,6353,16297,15,15
2019-06-26,8827,14388,19,19
2019-06-25,14873,13900,66,66
2019-06-24,7233,16118,349,344
2019-06-23,7011,17909,2,2
2019-06-22,11353,16437,2,2
2019-06-21,9673,18133,2,2
2019-06-20,5433,15273,4,4
2019-06-19,6058,17619,9,9
2019-06-18,5736,14131,1,1
2019-06-17,5530,14190,1,1
2019-06-16,4358,21708,2,2
2019-06-15,6457,49914,2,2
2019-06-14,8355,37123,2,2
2019-06-13,10819,16242,13,13
2019-06-12,7738,17205,6,6
2019-06-11,8151,18655,1,1
2019-06-10,8256,17472,7,7
2019-06-09,9183,15875,3,3
2019-06-08,8532,15907,3,3
2019-06-07,11919,16842,2,2
2019-06-06,10290,14781,7,7
2019-06-05,8299,13060,5,5
2019-06-04,10418,14717,6,6
2019-06-03,6794,16029,4,4
2019-06-02,4659,14181,1,1
2019-06-01,5644,15846,1,1
2019-05-31,7176,15427,3,3
2019-05-30,8408,15881,6,6
2019-05-29,8191,18962,7,7
2019-05-28,7976,18072,1,1
2019-05-27,6067,16124,3,3
2019-05-26,8173,17677,7,7
2019-05-25,6534,18757,13,13
2019-05-24,10057,17457,6,6
2019-05-23,21446,17994,2,2
2019-05-22,12743,21008,2,2
2019-05-21,10421,18893,4,4
2019-05-20,14323,18330,27,27
2019-05-19,17398,14585,0,0
2019-05-18,14952,16117,4,3
2019-05-17,17283,16467,4,4
2019-05-16,10608,15271,36,36
2019-05-15,8491,18915,278,278
2019-05-14,8614,14436,15,15
2019-05-13,9974,12285,13,13
2019-05-12,8344,12908,7,7
2019-05-11,9856,12222,4,4
2019-05-10,7940,14845,6,5
2019-05-09,7695,15687,12,12
2019-05-08,8617,13970,7,6
2019-05-07,7909,16895,23,23
2019-05-06,6302,12420,24,24
2019-05-05,6769,14362,11,11
2019-05-04,9307,12658,3,3
2019-05-03,9338,12158,3,3
2019-05-02,7846,12380,20,20
2019-05-01,9085,13422,7,6
2019-04-30,9936,14345,7,7
2019-04-29,8521,15672,28,28
2019-04-28,6930,12962,15,15
2019-04-27,9461,12340,3,3
2019-04-26,8927,15980,3,3
2019-04-25,8917,14846,1,1
2019-04-24,9724,13497,3,3
2019-04-23,7468,13911,5,5
2019-04-22,7480,17258,4,4
2019-04-21,8883,19692,3,3
2019-04-20,19734,18479,9,9
2019-04-19,10565,19696,2,2
2019-04-18,15951,20934,8,8
2019-04-17,19068,22669,34,34
2019-04-16,9587,17312,14,14
2019-04-15,7693,15031,6,6
2019-04-14,7831,14248,36,36
2019-04-13,9055,15371,3,2
2019-04-12,12495,13550,3,3
2019-04-11,20526,15300,3,3
2019-04-10,10016,12215,2,2
2019-04-09,11699,17639,2,2
2019-04-08,11852,15029,5,5
2019-04-07,10918,13233,23,23
2019-04-06,14683,13687,5,5
2019-04-05,24705,12773,8,8
2019-04-04,29327,12745,3,3
2019-04-03,35787,12345,3,3
2019-04-02,50602,15071,4,4
2019-04-01,43290,15000,3,3
2019-03-31,12637,13692,12,12
2019-03-30,16607,11430,3,3
2019-03-29,17738,10903,12,12
2019-03-28,18522,11740,7,7
2019-03-27,19268,10228,17,17
2019-03-26,16904,13256,18,18
2019-03-25,15340,13908,2,2
2019-03-24,9948,22829,3,3
2019-03-23,9555,14711,4,4
2019-03-22,11715,12525,11,11
2019-03-21,11496,15052,3,3
2019-03-20,8499,13691,1,1
2019-03-19,9711,13821,1,1
2019-03-18,10177,12101,4,4
2019-03-17,11024,12631,3,3
2019-03-16,8109,12499,5,5
2019-03-15,9789,14505,7,6
2019-03-14,12956,14176,11,11
2019-03-13,22192,11953,6,6
2019-03-12,16523,13284,11,11
2019-03-11,12577,12825,6,6
2019-03-10,7820,11910,16,16
2019-03-09,9468,11808,11,11
2019-03-08,15848,12135,9,9
2019-03-07,11681,12927,13,13
2019-03-06,12890,13108,11,11
2019-03-05,17032,12150,20,20
2019-03-04,16658,15337,25,24
2019-03-03,15419,19856,28,28
2019-03-02,12113,13390,29,29
2019-03-01,14503,15046,49,49
2019-02-28,14921,20103,65,65
2019-02-27,15248,17636,148,148
2019-02-26,15449,19355,373,373
2019-02-25,13207,13273,4123,4119
2019-02-24,8857,13160,623,622
2019-02-23,10847,10590,113,112
2019-02-22,12242,11613,352,352
2019-02-21,10796,13052,111,111
2019-02-20,18204,13475,294,294
2019-02-19,13160,12987,435,434
2019-02-18,10543,18457,38,38
2019-02-17,7666,15140,29,29
2019-02-16,7674,12662,17,17
2019-02-15,8952,12034,16,16
2019-02-14,11977,12128,43,43
2019-02-13,11023,11880,94,94
2019-02-12,12641,10680,19,19
2019-02-11,13537,12144,14,14
2019-02-10,14295,12839,8,8
2019-02-09,11997,11639,24,24
2019-02-08,14900,11213,35,35
2019-02-07,16603,12583,34,33
2019-02-06,13516,15568,110,110
2019-02-05,13326,17890,30,30
2019-02-04,16574,15243,16,16
2019-02-03,11690,14029,33,32
2019-02-02,13146,13696,58,58
2019-02-01,16665,13843,26,26
2019-01-31,17123,12079,15,15
2019-01-30,16358,11242,24,24
2019-01-29,20358,13004,22,21
2019-01-28,17508,9964,188,188
2019-01-27,9243,10190,281,281
2019-01-26,8626,11313,180,180
2019-01-25,9095,11661,291,291
2019-01-24,12738,10608,387,387
2019-01-23,18601,12910,232,232
2019-01-22,17840,15306,461,458
2019-01-21,12790,14640,14,14
2019-01-20,9942,15110,12,12
2019-01-19,12291,12059,4,4
2019-01-18,14254,12548,13,13
2019-01-17,20889,12301,23,23
2019-01-16,23840,10748,50,50
2019-01-15,23091,12905,27,27
2019-01-14,14603,14056,12,12
2019-01-13,11181,12376,6,6
2019-01-12,9565,11904,17,17
2019-01-11,12166,11299,6,6
2019-01-10,15478,12772,30,30
2019-01-09,12348,19439,12,12
2019-01-08,10243,15475,8,8
2019-01-07,13832,13186,18,18
2019-01-06,12631,13402,6,6
2019-01-05,10909,12536,29,29
2019-01-04,13394,11045,42,42
2019-01-03,9216,12056,41,41
2019-01-02,7882,10764,2,2
2019-01-01,8961,10587,8,8
2018-12-31,13958,11622,29,29
2018-12-30,11652,10198,35,35
2018-12-29,11551,9798,12,12
2018-12-28,17419,10299,7,7
2018-12-27,16124,9389,6,6
2018-12-26,27975,9434,1,1
2018-12-25,9708,9017,5,5
2018-12-24,12670,10695,19,19
2018-12-23,15780,9304,11,11
2018-12-22,18464,9298,6,6
2018-12-21,14136,9689,4,4
2018-12-20,12572,10033,9,9
2018-12-19,13984,10257,7,7
2018-12-18,28306,10341,4,4
2018-12-17,30655,9902,7,7
2018-12-16,18617,8836,24,24
2018-12-15,17634,9136,13,13
2018-12-14,38831,9630,5,5
2018-12-13,25486,9029,13,13
2018-12-12,51607,9459,27,27
2018-12-11,46683,10067,51,51
2018-12-10,14598,10963,18,18
2018-12-09,12019,10268,46,44
2018-12-08,14894,10543,171,171
2018-12-07,19046,10308,458,457
2018-12-06,22357,10628,65,65
2018-12-05,23180,10611,49,49
2018-12-04,33667,14341,9,9
2018-12-03,25496,11318,3,3
2018-12-02,13059,11095,5,5
2018-12-01,13566,9805,2,2
2018-11-30,13179,12016,2,2
2018-11-29,19123,11459,12,12
2018-11-28,17103,11809,11,11
2018-11-27,13277,11352,1,1
2018-11-26,13118,9268,3,3
2018-11-25,14023,12009,8,8
2018-11-24,12794,9784,77,77
2018-11-23,13422,10314,105,104
2018-11-22,11810,10186,5,5
2018-11-21,13067,9355,6,6
2018-11-20,11283,9502,1,1
2018-11-19,12721,8595,0,0
2018-11-18,11589,9839,4,4
2018-11-17,14205,10935,1,1
2018-11-16,18134,9028,5,5
2018-11-15,19037,7919,2,2
2018-11-14,13487,10034,1,1
2018-11-13,15102,11578,3,3
2018-11-12,14833,10333,3,3
2018-11-11,10088,10450,3,3
2018-11-10,12899,11963,23,23
2018-11-09,13844,9865,11,11
2018-11-08,22006,10036,20,20
2018-11-07,22396,13187,11,11
2018-11-06,16368,16799,18,18
2018-11-05,17302,10550,35,35
2018-11-04,19042,10412,7,7
2018-11-03,20095,13844,4,4
2018-11-02,24335,15249,5,5
2018-11-01,26619,12865,10,10
2018-10-31,19710,15274,2,2
2018-10-30,22175,12611,3,3
2018-10-29,25886,13767,9,9
2018-10-28,21621,15192,7,4
2018-10-27,32514,11665,4,4
2018-10-26,34717,12133,1,1
2018-10-25,37450,13637,5,5
2018-10-24,39646,13262,4,4
2018-10-23,42520,11878,4,4
2018-10-22,40937,13871,1,1
2018-10-21,46750,13954,2,2
2018-10-20,44400,10962,1,1
2018-10-19,55849,12820,2,2
2018-10-18,80487,10802,6,6
2018-10-17,97674,10147,10,5
2018-10-16,102669,12088,2,1
2018-10-15,130558,13116,9,9
2018-10-14,152931,18675,2,2
2018-10-13,129891,29920,0,0
2018-10-12,156284,23912,2,1
2018-10-11,141948,10285,3,3
2018-10-10,140760,11338,9,7
2018-10-09,144099,10771,28,27
2018-10-08,92997,12432,6,6
2018-10-07,71195,17895,2,2
2018-10-06,94282,18630,28,28
2018-10-05,103198,14139,13,13
2018-10-04,70681,11769,34,34
2018-10-03,63052,11749,6,6
2018-10-02,58541,11410,5,5
2018-10-01,47659,13772,2,2
2018-09-30,47773,13283,5,5
2018-09-29,51318,10781,2,2
2018-09-28,84671,10304,14,14
2018-09-27,114901,10666,34,32
2018-09-26,67760,11910,11,11
2018-09-25,68724,10173,14,12
2018-09-24,89328,10469,33,32
2018-09-23,57221,11618,17,14
2018-09-22,68093,13119,231,214
2018-09-21,77638,12928,241,213
2018-09-20,65858,11262,22,22
2018-09-19,64332,12046,36,36
2018-09-18,85907,15231,83,83
2018-09-17,117515,15587,11,11
2018-09-16,52951,11864,10,10
2018-09-15,36853,12623,3,3
2018-09-14,23369,15510,2,2
2018-09-13,26815,11852,10,10
2018-09-12,24375,12547,12,12
2018-09-11,25743,12511,15,15
2018-09-10,36667,12537,17,17
2018-09-09,71780,14087,63,63
2018-09-08,22826,21193,9,9
2018-09-07,13220,14570,7,7
2018-09-06,10974,12522,7,7
2018-09-05,13110,13689,9,9
2018-09-04,11470,17140,18,18
2018-09-03,12271,11214,4,4
2018-09-02,11218,12410,2,2
2018-09-01,10483,12759,6,6
2018-08-31,12806,14355,3,3
2018-08-30,14807,16130,7,7
2018-08-29,17001,17862,16,16
2018-08-28,20971,15395,22,22
2018-08-27,9691,15532,8,7
2018-08-26,8884,15713,3,3
2018-08-25,11843,12049,4,4
2018-08-24,17333,11806,9,7
2018-08-23,22736,10544,11,11
2018-08-22,22700,10633,8,8
2018-08-21,42584,11907,5,5
2018-08-20,66580,11562,4,1
2018-08-19,14063,10972,1,1
2018-08-18,17618,11222,15,15
2018-08-17,12758,13412,5,5
2018-08-16,13050,16328,15,15
2018-08-15,18371,12000,17,17
2018-08-14,15250,10658,13,12
2018-08-13,10873,15426,4,4
2018-08-12,9031,20621,7,7
2018-08-11,7205,15199,6,4
2018-08-10,12703,17405,15,15
2018-08-09,13712,14218,47,47
2018-08-08,9242,12994,54,54
2018-08-07,10552,17998,4,4
2018-08-06,15984,11039,21,21
2018-08-05,9074,11070,6,6
2018-08-04,9422,10755,14,13
2018-08-03,13167,9455,35,35
2018-08-02,17900,11382,76,76
2018-08-01,19608,11629,17,17
2018-07-31,22763,13433,12,12
2018-07-30,18658,11863,5,5
2018-07-29,11537,10873,4,4
2018-07-28,17236,16165,6,6
2018-07-27,16815,13980,4,4
2018-07-26,11197,14759,6,6
2018-07-25,11149,12771,2,2
2018-07-24,10470,21282,1,1
2018-07-23,14782,15747,4,4
2018-07-22,8015,10718,2,2
2018-07-21,9202,9883,1,1
2018-07-20,12749,11213,6,6
2018-07-19,10489,11613,7,7
2018-07-18,10937,12035,4,4
2018-07-17,10163,13900,9,9
2018-07-16,10958,12995,4,4
2018-07-15,12836,24337,2,2
2018-07-14,16369,28950,11,10
2018-07-13,19485,20321,12,11
2018-07-12,18176,13837,5,2
2018-07-11,12297,13598,9,9
2018-07-10,18809,14075,12,12
2018-07-09,22039,11271,50,50
2018-07-08,19759,12897,24,23
2018-07-07,41465,15980,43,43
2018-07-06,82509,19847,30,27
2018-07-05,14425,15608,140,140
2018-07-04,14446,11438,284,284
2018-07-03,22355,11062,113,113
2018-07-02,16259,11522,71,71
2018-07-01,22638,22461,9,9
2018-06-30,23605,12274,9,9
2018-06-29,19580,13912,22,22
2018-06-28,20507,13985,20,20
2018-06-27,20860,16787,16,16
2018-06-26,30208,11714,110,110
2018-06-25,12925,15118,52,52
2018-06-24,9358,13840,1,1
2018-06-23,12400,17319,2,1
2018-06-22,11844,13792,0,0
2018-06-21,11030,14382,11,10
2018-06-20,9994,13080,3,3
2018-06-19,9871,16573,18,16
2018-06-18,9731,11821,28,28
2018-06-17,12678,11486,10,10
2018-06-16,18571,10318,9,8
2018-06-15,16318,8294,10,10
2018-06-14,15168,9071,24,24
2018-06-13,18136,10995,16,16
2018-06-12,19377,12249,26,26
2018-06-11,15912,10519,5,5
2018-06-10,13075,12452,7,7
2018-06-09,20002,12471,8,7
2018-06-08,29428,13602,8,8
2018-06-07,23986,10998,7,7
2018-06-06,27807,11336,8,8
2018-06-05,25241,11283,15,11
2018-06-04,27163,11134,2,0
2018-06-03,9825,11910,2,1
2018-06-02,11541,11839,14,7
2018-06-01,18643,13443,11,11
2018-05-31,26802,13929,20,20
2018-05-30,25807,11388,8,8
2018-05-29,15502,17108,6,6
2018-05-28,11491,25842,0,0
2018-05-27,13239,18256,9,9
2018-05-26,21116,10436,2,2
2018-05-25,40034,16820,4,4
2018-05-24,23693,22912,11,11
2018-05-23,17131,15837,4,4
2018-05-22,15916,11603,10,10
2018-05-21,19358,10740,3,3
2018-05-20,16263,10520,8,8
2018-05-19,17196,11433,5,5
2018-05-18,22259,11784,4,4
2018-05-17,14687,11038,6,6
2018-05-16,12547,11170,0,0
2018-05-15,12172,10882,2,2
2018-05-14,12855,9636,5,5
2018-05-13,13699,10859,79,79
2018-05-12,13727,11429,4,4
2018-05-11,18304,13115,10,10
2018-05-10,25910,28184,23,23
2018-05-09,28985,10792,29,29
2018-05-08,40144,10810,11,11
2018-05-07,17794,11772,36,36
2018-05-06,14617,14739,10,10
2018-05-05,14286,12304,16,16
2018-05-04,23168,9939,12,12
2018-05-03,33134,11080,49,49
2018-05-02,20266,11439,43,43
2018-05-01,21737,10432,10,10
2018-04-30,21652,10569,7,7
2018-04-29,22993,11783,15,15
2018-04-28,31607,11500,29,29
2018-04-27,44251,13043,7,7
2018-04-26,60950,14144,18,16
2018-04-25,30675,16381,4,4
2018-04-24,32219,33045,7,7
2018-04-23,32583,15861,8,8
2018-04-22,34315,15742,3,3
2018-04-21,47592,14965,35,35
2018-04-20,59254,11540,20,20
2018-04-19,40174,12869,2,2
2018-04-18,30217,11405,20,20
2018-04-17,25776,12532,5,5
2018-04-16,23488,13400,3,3
2018-04-15,16835,17117,4,4
2018-04-14,15600,16075,4,4
2018-04-13,24613,12918,16,15
2018-04-12,22276,11828,11,11
2018-04-11,25135,12718,12,12
2018-04-10,22774,14252,58,57
2018-04-09,34835,10617,35,35
2018-04-08,56445,10097,34,34
2018-04-07,81343,12479,18,18
2018-04-06,29408,16290,36,36
2018-04-05,12352,24951,73,73
2018-04-04,14940,14764,23,23
2018-04-03,19366,13217,21,21
2018-04-02,19369,12381,19,19
2018-04-01,21021,16314,62,61
2018-03-31,19438,24302,59,59
2018-03-30,17913,22334,61,60
2018-03-29,27879,26234,232,230
2018-03-28,32302,35549,23,23
2018-03-27,16872,52067,22,19
2018-03-26,19857,37940,31,24
2018-03-25,15842,27558,6,6
2018-03-24,19725,29844,24,23
2018-03-23,21007,29758,33,33
2018-03-22,17858,34179,28,28
2018-03-21,17533,23301,52,52
2018-03-20,21251,11607,21,21
2018-03-19,21826,12068,22,22
2018-03-18,21251,11320,49,49
2018-03-17,25143,10976,99,99
2018-03-16,28635,12198,126,126
2018-03-15,23969,15326,114,110
2018-03-14,29400,12490,101,101
2018-03-13,31634,8871,179,179
2018-03-12,44461,9093,138,138
2018-03-11,61815,9835,283,283
2018-03-10,108281,10678,67,67
2018-03-09,206670,9614,238,235
2018-03-08,63097,9481,345,341
2018-03-07,32460,10548,243,243
2018-03-06,33631,10746,744,744
2018-03-05,61445,11854,6339,6329
2018-03-04,30676,13743,2043,2040
2018-03-03,23076,16351,1429,1430
2018-03-02,29903,11064,2571,2569
2018-03-01,29249,11010,2088,2088
2018-02-28,36349,14287,718,718
2018-02-27,31620,16002,488,489
2018-02-26,34365,15889,566,566
2018-02-25,25405,12316,135,135
2018-02-24,27682,11431,63,63
2018-02-23,25011,11742,50,49
2018-02-22,26613,13392,14,14
2018-02-21,31215,9277,79,79
2018-02-20,33886,9291,130,130
2018-02-19,27128,10128,32,25
2018-02-18,24710,9393,132,127
2018-02-17,22108,10846,27,27
2018-02-16,23604,11980,64,63
2018-02-15,25201,9805,122,121
2018-02-14,30870,9297,46,46
2018-02-13,36694,10554,47,47
2018-02-12,45766,10757,54,53
2018-02-11,37530,9840,48,48
2018-02-10,35593,10667,110,109
2018-02-09,42136,10023,145,142
2018-02-08,28325,16084,77,77
2018-02-07,26280,24717,69,69
2018-02-06,29666,17926,182,180
2018-02-05,23924,24895,61,61
2018-02-04,23272,11972,20,20
2018-02-03,26875,10465,36,36
2018-02-02,32221,15502,74,73
2018-02-01,31761,11797,183,182
2018-01-31,52676,15962,188,187
2018-01-30,42706,8282,109,104
2018-01-29,60640,10143,205,203
2018-01-28,31999,8531,173,172
2018-01-27,29935,9308,239,239
2018-01-26,35556,9815,81,80
2018-01-25,45821,10166,252,250
2018-01-24,38975,9568,1081,1055
2018-01-23,39563,8568,2788,2788
2018-01-22,36469,10412,446,446
2018-01-21,47726,11575,121,120
2018-01-20,46498,12201,13,13
2018-01-19,38422,9046,71,71
2018-01-18,41035,8646,32,32
2018-01-17,42377,9088,11,11
2018-01-16,56509,11557,27,27
2018-01-15,47170,13270,15,14
2018-01-14,44377,8576,22,22
2018-01-13,35295,8373,86,86
2018-01-12,34569,9170,26,26
2018-01-11,43945,8987,48,48
2018-01-10,63170,10493,59,59
2018-01-09,59484,16046,163,163
2018-01-08,146005,10748,1434,1432
2018-01-07,34584,9623,25,25
2018-01-06,17414,8728,7,6
2018-01-05,17863,8988,35,35
2018-01-04,16946,9668,68,68
2018-01-03,22540,12988,17,17
2018-01-02,32061,13220,38,38
2018-01-01,28992,7874,1,1
2017-12-31,14978,10705,4,3
2017-12-30,15142,11314,16,16
2017-12-29,17529,8924,68,62
2017-12-28,18779,12068,10,10
2017-12-27,18467,8497,6,6
2017-12-26,18215,8148,54,54
2017-12-25,29272,6957,404,404
2017-12-24,33920,6353,883,883
2017-12-23,28315,7221,46,46
2017-12-22,36212,7966,61,60
2017-12-21,36295,8597,44,43
2017-12-20,55584,9373,13,12
2017-12-19,50159,9401,12,11
2017-12-18,55829,9395,46,30
2017-12-17,85166,9354,40,29
2017-12-16,37040,9813,53,53
2017-12-15,31135,10153,8,6
2017-12-14,48285,12570,54,10
2017-12-13,55624,32862,41,39
2017-12-12,75319,47393,186,185
2017-12-11,58447,10798,327,327
2017-12-10,30343,11364,4,4
2017-12-09,42080,9802,4,4
2017-12-08,61360,11475,6,6
2017-12-07,136642,12172,15,15
2017-12-06,163567,9808,13,12
2017-12-05,20286,10500,17,17
2017-12-04,25096,9679,25,25
2017-12-03,18785,9272,54,54
2017-12-02,12009,10222,4,2
2017-12-01,26935,11873,26,26
2017-11-30,30856,12953,129,126
2017-11-29,25667,14641,37,36
2017-11-28,21368,10481,88,80
2017-11-27,20871,14036,17,11
2017-11-26,17654,12588,127,127
2017-11-25,26518,12249,390,389
2017-11-24,21327,10603,11,7
2017-11-23,18139,12404,15,15
2017-11-22,31628,13840,11,11
2017-11-21,23721,15405,27,27
2017-11-20,18242,9462,13,13
2017-11-19,19499,11293,4,4
2017-11-18,26907,11352,49,49
2017-11-17,34899,11293,13,13
2017-11-16,31805,12060,85,84
2017-11-15,15274,11622,460,458
2017-11-14,24970,11482,182,159
2017-11-13,29476,9153,138,138
2017-11-12,20464,7871,49,49
2017-11-11,22565,7538,20,19
2017-11-10,27866,8125,18,18
2017-11-09,19618,9638,196,196
2017-11-08,13547,11201,127,127
2017-11-07,10814,8995,11,11
2017-11-06,11675,8886,3,3
2017-11-05,13005,9046,6,4
2017-11-04,11756,9863,17,17
2017-11-03,14489,10753,29,29
2017-11-02,16710,20413,27,27
2017-11-01,15849,14452,28,28
2017-10-31,19283,13193,20,20
2017-10-30,29502,18720,18,18
2017-10-29,21861,16049,31,31
2017-10-28,19119,17159,54,54
2017-10-27,22701,9431,40,40
2017-10-26,32029,9586,5,5
2017-10-25,36924,10409,20,20
2017-10-24,30844,17089,54,54
2017-10-23,30504,23398,93,93
2017-10-22,39493,9667,405,402
2017-10-21,37808,9886,487,484
2017-10-20,64881,11173,16,16
2017-10-19,106602,11706,11,11
2017-10-18,166966,11492,41,41
2017-10-17,316318,13422,17,17
2017-10-16,464663,12938,28,27
2017-10-15,22717,12140,17,17
2017-10-14,172,9713,29,29
2017-10-13,235,10451,70,70
2017-10-12,169,12042,50,50
2017-10-11,205,12795,4,4
2017-10-10,314,13248,38,38
2017-10-09,157,15119,15,14
2017-10-08,160,16269,20,18
2017-10-07,118,15191,33,33
2017-10-06,125,15117,10,9
2017-10-05,191,11323,56,56
2017-10-04,126,11110,145,145
2017-10-03,111,10363,9,8
2017-10-02,106,13673,3,3
2017-10-01,111,12632,61,53
2017-09-30,229,15133,14,14
2017-09-29,151,19071,8,8
2017-09-28,113,17602,15,14
2017-09-27,143,18221,5,5
2017-09-26,179,25305,6,6
2017-09-25,159,24374,12,11
2017-09-24,170,27914,8,8
2017-09-23,135,16408,14,13
2017-09-22,135,12961,6,6
2017-09-21,222,13308,19,19
2017-09-20,142,17265,11,11
2017-09-19,287,14736,300,297
2017-09-18,403,14133,181,181
2017-09-17,232,15161,24,22
2017-09-16,138,18061,7,7
2017-09-15,200,16757,6,6
2017-09-14,215,15093,11,11
2017-09-13,154,13039,42,42
2017-09-12,182,12938,29,29
2017-09-11,214,16137,95,95
2017-09-10,136,11379,8,8
2017-09-09,131,13375,2,2
2017-09-08,131,12661,2,2
2017-09-07,177,17460,9,9
2017-09-06,188,18389,40,40
2017-09-05,305,13224,12,12
2017-09-04,150,14727,13,13
2017-09-03,192,13277,1,1
2017-09-02,175,13963,4,4
2017-09-01,150,17724,7,7
2017-08-31,206,20068,17,17
2017-08-30,155,18261,13,13
2017-08-29,225,18402,25,25
2017-08-28,271,22672,77,77
2017-08-27,295,19683,14,13
